,en,yb,yb_b,word_type,word_type_label
4253,no longer being able to fertilize (animal),lefwɛ̄t," lifwɛ̄t - éfwɛ́t, fwɛ́tɛ́ (ńfwɛ́t, fwɛ́lá)",1,verb
4254,node,lecuŋ,litsōŋ,0,noun
4258,noise,leghī,lighī,0,noun
4259,noon,tʉ́ɔp,,0,noun
4260,nose,lezhō,lizwhɛ́,0,noun
4262,nostril,lephʉ̄ lézhō,liphʉ lízwhɛ́,0,noun
4264,not be enough,likek," lekʉ̄ɔ̄k - ŋ́kʉ̄ɔ́k, kʉ̄ɔ́kɔ́ (ŋ́kék, kégǝ́)",1,verb
4266,not be sharp,letsɛ̄t," litsɛ̄t - ńtsɛ́t, tsɛ́tɛ́ (ńtsɛ́t, tsɛ́lá)",1,verb
4267,not be thicker,lepapne - ḿbapnē,papnɛ̄,1,verb
4268,not know where to turn,litabli," letapne - útapnē, tapnɛ̄ (ńtablī, tablā)",1,verb
4270,notable,ŋkém,,0,noun
4271,notch (sand),asaŋa sáŋá,asaŋa sáŋá / meŋyí,0,noun
4273,note,liliŋ," leyiŋ - ŋ́giŋ, yiŋɛ̄ ( ńdiŋ , liŋā)",1,verb
4275,nothing,ndém ńdēm,ndíńdēm,2,adjective
4277,notwithstanding (however),tá’,,6,conjonction
4278,novice,ŋge,ŋgʉe,0,noun
4280,now,tsetsɔŋɔ,tsitsɔgɔ,5,adverb
4282,now (Now),tsetsɔŋɔ,tsitsɔgɔ,5,adverb
4284,nox (dark),nzém,,0,noun
4285,nox (night),ŋkɔ́’ɔtswɛt,ŋkɔ’ɔ́tswɛt,0,noun
4287,nucleus,mbaŋ,,0,noun
4288,nucleus (bottom),atseŋ,,0,noun
4289,nudity,awhū,,0,noun
4290,nuisance,ŋgʉɔ̄’,ŋgǝ’,0,noun
4291,nurse,linɔgli," lenɔŋne - ńnɔ́ŋné, nɔ́ŋnɛ́ (ńnɔ́glí, nɔ́glá)",1,verb
4293,nut (crazy),apia,,0,noun
4295,nut (walnut),atá,,0,noun
4297,nuts,atá,,0,noun
4298,nuts (crazy),apia,,0,noun
4299,nylon paper,gáká gáká,,0,noun
4300,oath,lhi,whi,7,interjection
4302,obey (follow),lizhɛɛli," lezhɛɛne / lezhone - ńzhɛɛnē, zhɛɛnɛ̄ (ńzhɛɛlī, zhɛɛlā)",1,verb
4304,obligation (right),adv. ndeŋ ndeŋ,,2,adjective
4305,oblivion,alekne,,0,noun
4306,observe (monitor),lizhɛɛli," lezhɛɛne / lezhone - ńzhɛɛnē, zhɛɛnɛ̄ (ńzhɛɛlī, zhɛɛlā)",1,verb
4308,obsolete (old),nzweŋ,nzwiŋ,0,noun
4310,obstacle,vɛ́né,,0,noun
4311,obstetrician (midwife),métswi,,0,noun
4312,obstruct,letɛtte," litɛtti - ńtɛ́ttɛ́, tɛ́tɛ́ (ńtɛ́ttí, tɛ́ttá)",1,verb
4313,occur (have),liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
4315,ocean,amaane,amaali,0,noun
4318,odor,azík,aziké,0,noun
4320,of (land),esī,,0,noun
4324,of (scabies),mezok,,0,noun
4327,of little value,gááli,agaanɛ́,2,adjective
4329,offender,athu tiju’,athʉ̄ɔ̄tejʉ̄’,0,noun
4331,offering,epɔ’,,0,noun
4332,offspring,lizhɛɛ́,lezhiɛ́,0,noun
4334,oil,mevat,mevɛ̄t,0,noun
4339,oil palm,lituǝ́,letuɔ́,0,noun
4341,okra,aŋklɔ,áŋkro,0,noun
4343,old,nzweŋ,nzwiŋ,0,noun
4345,old (age),ŋgu’,,0,noun
4349,old (old),nzweŋ,nzwiŋ,0,noun
4355,old age,lelʉɛ,lilʉ̄ǝ,0,noun
4357,old currency,pɔ́ŋ,,0,noun
4358,old loincloth for women,ligenɛ́,legʉŋɛ́,0,noun
4360,on,a,,4,preposition
4361,on (market),esaá,,0,noun
4362,on (place),acʉ’,ajʉ’,0,noun
4364,on (to),a,,4,preposition
4365,on the spot (right now),tsetsɔŋɔ,tsitsɔgɔ,5,adverb
4367,once,efʉ’mvhɔ,,5,adverb
4368,one (in),a,,4,preposition
4369,one of the eight days of the week traditional,mbuŋkʉ́,mbuɔŋ̄khʉ́,0,noun
4381,onion,anyósi,ŋyɔ́si,0,noun
4383,only,a,,5,adverb
4384,ooze,letshō," litswhɛ́ - ńtshó, tshɔ́ɔ́ (ńtswhɛ́, tswhɛ́)",1,verb
4386,open,lige’ɛ," lezɛ’ɛ - úzɛ́’ɛ́, zɛ́’ɛ́ (ŋ́gé’ɛ́, gé’ɛ́)",1,verb
4391,open (to),leyā," liyā - ŋ́gyá, yáá",1,verb
4392,open (turn),lepekne," lipwagli - ḿbeknē, peknɛ̄ (ḿbwaglī, pwaglā)",1,verb
4395,open a young cob,letu," litū - ńtú, túú",1,verb
4396,Open University (where),gɔ́,,3,pronoun
4397,open wide,lesɛ - ésɛ,siɛ̄,1,verb
4399,operate,liwat," lewɛt - ŋ́gwɛt, wɛtɛ̄ (ŋ́gwat, walā)",1,verb
4401,operator (merchant),ntaŋsaá,,0,noun
4402,opportunity (option),ntí,ntí / ŋkí,0,noun
4404,oppress,lifyɛ̄t," leswɛ̄t - éswɛ́t, swɛ́tɛ́ (ńfyɛ́t, fyɛ́lá)",1,verb
4406,or (a),a,,4,preposition
4407,or (where),gɔ́,,3,pronoun
4408,or native land concession,lezhiɛ́,,0,noun
4409,orange,apumā,,0,noun
4410,orchestra,alambɛ,,0,noun
4411,ordinary pencil,nzɔ̄ŋ,,0,noun
4412,organizer (host),alā’,,0,noun
4415,origin (an individual),lezhiɛ́,,0,noun
4416,origin (start),nzií,,0,noun
4418,original,kwa’,,2,adjective
4419,other,amɔ̄’,,0,noun
4421,otter,ambhúɔ,,0,noun
4422,out,apé,apɛ́,0,noun
4425,outside,apé,apɛ́,0,noun
4427,outweigh,letɔ̄k," litɔ̄k - útɔ́k, tɔ́kɔ́ (ńtɔ́k, tɔ́gɔ́)",1,verb
4428,over,ndo,nduo,0,noun
4430,overcome,lejhʉ̄ - újhú,jhúɛ́,1,verb
4431,overcome (conquer),lejhʉ̄ - újhú,jhúɛ́,1,verb
4432,overflow,lezī’," lizī’ - ńzí’, zí’ɛ́ (ńzi ’, zi’ā)",1,verb
4433,overnight,lelā’," lila’ - údá’, lá’á",1,verb
4434,overweight,mbǝ’,mbwɔ’,0,noun
4436,owl,ju’,,0,noun
4439,owl (Owl),ju’,,0,noun
4442,own,lelaane,,2,adjective
4443,own (have),liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
4445,owner,ŋgaŋ,,0,noun
4448,package,lepu’,lipú’,0,noun
4449,package (package),melegli / melwagli,ayakne / meyakne,0,noun
4452,paint,lezɔ̄’," lizɔ̄’ - ńzɔ́’, zɔ́’ɔ́",1,verb
4453,palaver,ntsaŋ,,0,noun
4454,palm,lelu’," lilu’ - ńdu’, lu’ɔ̄",1,verb
4456,palm kernel oil,eswhe menaŋ,eswhi (menaŋ),0,noun
4458,palm nuts,afaŋ,,0,noun
4459,pamper,ligǝ ’ti," legʉɔ’te - ŋ́gʉɔ’tē, gʉɔ’tɛ̄ (ŋ́gǝ ’t ī, gǝ’tā)",1,verb
4464,pampered (spoiled),ligǝ ’ti," legʉɔ’te - ŋ́gʉɔ’tē, gʉɔ’tɛ̄ (ŋ́gǝ ’t ī, gǝ’tā)",1,verb
4467,pampering,lekok," likōk - ŋ́kók, kókó (ŋ́kók, kógó)",1,verb
4468,pampering (love),lekɔŋ," likɔŋ - ŋ́kɔŋ, kɔŋɔ̄",1,verb
4470,panic (madness),apia,,0,noun
4471,panther,ŋgwi,nzwi,0,noun
4473,pants,lɔ́ɔŋ,sia atite’,0,noun
4475,parable,asoŋli lipu’ / likit,ashuŋnɛ-lēpú’,0,noun
4477,parade (march),leziŋ,,0,noun
4479,paragraph (required),acʉ’,ajʉ’,0,noun
4481,parcel,melegli / melwagli,ayakne / meyakne,0,noun
4484,parrot,makwáŋ,mɛkwáŋ,0,noun
4486,Part (song),akem,,0,noun
4489,part of traditional cuisine opposite the entrance,ŋkɔ’,,0,noun
4490,particle,legá’,ligá’,0,noun
4491,partitioning (limit),ndhʉ,ndhʉ / ndhʉe,0,noun
4493,partner (husband),ndō,ndūŋ,0,noun
4495,partner (wife),ŋgwi,nzwí,0,noun
4499,partridge,seŋŋgāp,tsɔ̄’,0,noun
4502,party (side),likyeélmbe,lekyɛ́ḿbɛ,0,noun
4510,pass,letɔ̄k," litɔ̄k - útɔ́k, tɔ́kɔ́ (ńtɔ́k, tɔ́gɔ́)",1,verb
4512,pass an exam,letɔ̄k," litɔ̄k - útɔ́k, tɔ́kɔ́ (ńtɔ́k, tɔ́gɔ́)",1,verb
4513,pass some time,litsagli," letsakne - ńtsaknē, tsaknɛ̄ (ńtsaglī, tsaglā)",1,verb
4515,passable,mbembɔ́,,0,noun
4516,passage,manzhɛ,mɛnzhɛ,0,noun
4518,paste,lilyɛt," leyɛt - ŋ́gyɛt, yɛtɛ̄ (ńdyɛt, lyɛlā)",1,verb
4521,pasture,lipfōgli," lepfɛnne, lefɛnne - ḿpfɛ́nné, pfɛ́nnɛ́ (ḿpfaglī, pfaglā)",1,verb
4523,pat,litswaati," letswate - ńtswáté, tswátɛ́ (ńtswáátí, tswáátá)",1,verb
4525,paternal,mo’o ndʉ́e,mɔ’ɔ́ mɔ’ɔ́,0,noun
4527,path,manzhɛ,mɛnzhɛ,0,noun
4530,path between two rows,mefyopti,meswimné,0,noun
4532,paw,akhu,,0,noun
4533,pay,lipē," lepɛ̄ - ḿbɛ́, píɛ́ (ḿbé, péé)",1,verb
4538,pay (pay),lipē," lepɛ̄ - ḿbɛ́, píɛ́ (ḿbé, péé)",1,verb
4548,pay dearly,lesɔ̄ŋ - ésɔ́ŋ,sɔ́ŋɔ́,1,verb
4549,pay dropper,lemi’te," limi’ti - ḿmi’tē, mi’tɛ̄ (ḿmi’tī, mi’tā)",1,verb
4551,pay | pay (pay),lipē," lepɛ̄ - ḿbɛ́, píɛ́ (ḿbé, péé)",1,verb
4556,peace,mbwɛ́lí,mbuɛ́né,0,noun
4558,peace tree (Dracaena deisteliana),ŋkēŋ,ŋkʉŋ,0,noun
4560,peanut seed tared,twɛ́t,,0,noun
4561,peanuts,biyāŋ,,0,noun
4562,pear,acuŋ,atsoŋ,0,noun
4564,peck,letsokte," litsokti - ńtsoktē, tsóktɛ́ (ńtsóktí, tsóktá)",1,verb
4567,pedestal,aláŋ,,0,noun
4568,peel,likō," lekɔ̄ - ŋ́kɔ́, kɔ́ɔ́ (ŋ́kó, kóó)",1,verb
4571,peel (animal,lijuŋ," lezo - ńzo, juɔ̄ (ńjuŋ, juŋō)",1,verb
4572,"peel (animal, cooked tubers, sweet banana)",lezo," lijuŋ - ńzo, juɔ̄ (ńjuŋ, juŋō)",1,verb
4573,peel (plantain),lepia," lipia - ḿbia, pia",1,verb
4574,peelings,akup,,0,noun
4577,pellet (country),alā’,,0,noun
4578,pellet (funds),ntwɛt,,0,noun
4579,pellet (land),esī,,0,noun
4583,pellet (stomach),ajhu,ajhue,0,noun
4585,pen,letɔ́ŋ,litɔ́ŋ,0,noun
4586,penalty,azwa’,,0,noun
4587,pendulum,wási,,0,noun
4588,penelope anas (duck),ndɔkfáwu,alela / ndokfao,0,noun
4590,penetrating (end),lezokó,lizwegé,0,noun
4594,penetrating (pointed),swíswí,,2,adjective
4595,penetrating (sour),acɔkɔ́,akée,2,adjective
4597,penis,likʉet,lekʉɛt,0,noun
4599,people,alā’,,0,noun
4600,perhaps,apɔli’,awa’ale’é,5,adverb
4602,period,afʉ’,,0,noun
4604,period (years),ŋgu’,,0,noun
4605,perish,lilagli," lelakne - údákné, láknɛ́ (ńdáglí, láglá)",1,verb
4607,perplexity,atabli,atapne,0,noun
4609,persist (expand),lesaŋte," lisaŋti - ésaŋtē, saŋtɛ̄ (ńsaŋtī, saŋtā)",1,verb
4611,persistent stomach ache,ndhʉ,ndhʉ / ndhʉe,0,noun
4613,person,niŋ,ŋiŋ,0,noun
4615,person very fragile due to its physical constitution,ajuŋmbɛ,,0,noun
4616,pestle,atsō’,atswe’,0,noun
4618,petticoat),tsapnzhó,,0,noun
4619,pharmacology (drug),afho,afhu,0,noun
4621,Phaseolus (beans),mekō,mekuo,0,noun
4623,physical measurement (measurement),efʉ’,,0,noun
4624,physically disabled,alɔ’,,0,noun
4625,pick,lekāp," likāp - úkáp, kápá (ŋ́káp, kábá)",1,verb
4626,pick (paste),lezik - ńzik,zikɛ̄,1,verb
4627,pick (pique),lesɔp," lisɔp - ésɔp, sɔpɔ̄ (ńsɔp, sɔbā)",1,verb
4628,pick a mess,lekhu," likhu - ŋ́khu, khuɔ̄ (ŋ́khu, khuō)",1,verb
4631,pick sth from scattering,lelakte," lilakti - údaktē, laktɛ̄ (ńdaktī, laktā)",1,verb
4632,pick up,liŋwat," leŋwɛt - ŋ́ŋwɛt, ŋwɛtɛ̄ (ŋ́ŋwat, ŋwalā)",1,verb
4636,pick up in several places,lipeeti," lepɛɛte - ḿbɛ́ɛ́té, pɛ́ɛ́tɛ́ (ḿbéétí, péétá)",1,verb
4638,piece,akem,,0,noun
4641,piece (piece),akem,,0,noun
4644,piece of (beef),ake,aku,0,noun
4646,piece of bamboo bark dry,likyeél,lekyɛlé,0,noun
4648,piece of cloth,apū ńzhō,apu nzwhɛ,0,noun
4650,piece of wire for,letswá,litswá,0,noun
4651,pierce,lezo’te - ńzo’tē,zo’tɛ̄,1,verb
4652,piercing (end),lezokó,lizwegé,0,noun
4656,piercing (sharp),swíswí,,2,adjective
4657,piercing (sour),acɔkɔ́,akée,2,adjective
4659,pig,kuna,,0,noun
4660,Pig (pork),kuna,,0,noun
4661,pile the garbage for pick up,lekeete," likuuti - ŋ́kéété, kéétɛ́ (ŋ́kʉ́ʉ́tí, kʉ́ʉ́tá)",1,verb
4663,pile up,lebaka," licu’o - ḿbáká, báká (ncú’ó, cú’ó)",1,verb
4670,piled in places,leŋaŋa," liŋaŋa - ŋ́ŋáŋá, ŋáŋá",1,verb
4671,pimento,sésōk,sísōk,0,noun
4673,pin,lisīt / lisyɛ̄t," lesyɛ̄t - ésyɛ́t, syɛ́tɛ́ (ńsít, sílá)",1,verb
4675,pinch,lipeeti," lepɛɛte - ḿbɛ́ɛ́té, pɛ́ɛ́tɛ́ (ḿbéétí, péétá)",1,verb
4680,pineapple,lelaŋ,lilaŋ,0,noun
4683,pipe,káp,,0,noun
4684,piquant (end),lezokó,lizwegé,0,noun
4688,piquant (sharp),swíswí,,2,adjective
4689,pistachio,njʉ’,,0,noun
4690,pistonner,lefɛnne - éfɛ́nné,fɛ́nnɛ́,1,verb
4693,pit,afeŋ,,0,noun
4696,pity,mezeŋɛ,,0,noun
4698,place,acʉ’,ajʉ’,0,noun
4702,placenta,aleŋ,,0,noun
4703,plague poultry,atsetsho,atsitswhɛ,0,noun
4705,plain,apepo,apepɔ,0,noun
4707,plane,leghī," lilhī - ŋ́ghí, ghíɛ́ (ńdhí, lhíá)",1,verb
4709,planning (search),lefa’," lifa’ - éfa’, fa’ā (ńfa’, fa’ā)",1,verb
4711,plant,lenɔ’," linɔ ’ - ńnɔ’, nɔ̄’ɔ́ (ńnɔ’, nɔ’ɔ̄)",1,verb
4712,plantain,akendɔŋ,akundoŋ,0,noun
4714,planting,ŋkā’,,0,noun
4716,plate,kwáŋ kwáŋ,,0,noun
4718,play,letem," litēm - útém, témɛ́ (ńtém, témá)",1,verb
4719,play on an instrument,lepu’," lipū’ - ḿbú’, pú’ɔ́",1,verb
4720,plays ?g?¯?¯ ',legʉɔ’,lige ’,0,noun
4721,please,lepɔŋ," lipɔŋ - ḿbɔŋ, pɔŋɔ̄",1,verb
4722,pledge,lejɔ’ɔ," lizǝ’ǝ - ńjɔ́’ɔ́, jɔ́’ɔ́ (ńzǝ́’ǝ́, zǝ́’ǝ́)",1,verb
4724,plow,cultiverlejʉ̄’," lijʉ’ - ńjʉ́’, jʉ́’ɛ́ ( ńjʉ́ ’, jʉ́’é)",1,verb
4725,plowed land,ŋgɔ̄ŋ,,0,noun
4726,plug,afat,afɛ̄t,0,noun
4728,plum,akwip,ekyɔp,0,noun
4730,pocket,pɔ́kɛ́,,0,noun
4731,pod (cola),ŋga,,0,noun
4732,point the finger,letswiite - ńtswiitē,tswiitɛ̄,1,verb
4733,pointing,letswi," litswi - ńtswi, tswiī",1,verb
4734,poison,licop," lecɔp - ńcɔp, cɔpɔ̄ (ńchɔp, cɔbā)",1,verb
4737,Pole (disambiguation) (column),ntō apóŋ,ntɔpúŋ,0,noun
4739,pole (pole),ntō apóŋ,ntɔpúŋ,0,noun
4745,Polish (column),ntō apóŋ,ntɔpúŋ,0,noun
4749,polished,alʉnɛ́,alʉʉli,2,adjective
4751,poor,mbōn,mbūŋ,0,noun
4753,poorly (polished),alʉnɛ́,alʉʉli,2,adjective
4755,poorly prepared (meals),leshute - éshutē,shutɛ̄,1,verb
4756,porcupine,ŋguŋ-atíá,nathʉ́ŋgo,0,noun
4758,pork,kuna,,0,noun
4759,pork (pig),kuna,,0,noun
4760,porridge,akukúlu,,0,noun
4761,portion,apáp,,0,noun
4762,pose,linɔgɔ," lenɔŋ - ńnɔŋ, nɔŋɔ̄ (ńnɔgɔ̄, nɔgɔ̄)",1,verb
4766,possibility,ntí,ntí / ŋkí,0,noun
4768,post,ntō apóŋ,ntɔpúŋ,0,noun
4770,posterior (back),nzem,,0,noun
4772,postpone (adjourn),lifogǝ," lefēŋ - éféŋ, féŋɛ́ (ńfégǝ́, fégǝ́)",1,verb
4778,postpone (back),leshuŋte - éshuŋtē,shuŋtɛ̄,1,verb
4779,postpone (return),lepiŋne - ḿbiŋnē,piŋnɛ̄,1,verb
4780,pot,likeŋ,lekuŋ,0,noun
4782,potato,matita,metíta,0,noun
4784,potion for ceremonial twins,ndwɛt ,,0,noun
4785,pound,letso’," litswē’ - ńtsó’, tsó’ó (ńtswé’, tswé’ɛ́)",1,verb
4787,pound (lb),akati,akɛte,0,noun
4790,pouring a liquid in small quantity,lepi’te," lipi’ti - ḿbi’te, pi’tɛ (ḿbi’tī, pi’tā)",1,verb
4791,poverty,mboŋ,epūŋ,0,noun
4793,power,mbu’,,0,noun
4794,power (target),leleŋ - údeŋ,leŋɛ,1,verb
4795,power (to have),liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
4797,praise,agu’ti,awʉ’te,0,noun
4799,praise somebody (in a song),leteŋ," liteŋ - úteŋ, teŋɛ̄ (ńteŋ, teŋē)",1,verb
4800,pray,leswiŋte," liswiŋti - éswíŋté, swíŋtɛ́ (ńswíŋtí, swíŋtá)",1,verb
4801,prayer,aswiŋte,aswiŋ́ti,0,noun
4802,precipice,apenti,apeŋte,0,noun
4805,precipitously (quickly),gha,ghá,5,adverb
4806,precision,ate’ti,atɛ’te,0,noun
4808,pregnancy,leze,lizǝ̄,0,noun
4810,pregnant woman,ŋgɔ ndém,,0,noun
4811,premature aging,lezwiŋte," lizwiŋti - ńzwiŋtē, zwiŋtɛ̄ (ńzwentī, zwentā)",1,verb
4812,premium (price),nzweŋ,nzwiŋ,0,noun
4814,premium (reward),ntaŋá,,0,noun
4816,present,lena," lina - ńna, naā",1,verb
4818,present (review),lekʉ’te - ŋ́kʉ’tē,kʉ’tɛ̄,1,verb
4821,press,lenɔ’," linɔ ’ - ńnɔ’, nɔ̄’ɔ́ (ńnɔ’, nɔ’ɔ̄)",1,verb
4825,press firmly,likē," lekɛ̄ - ŋ́kɛ́, kíɛ́ (ŋ́ké, kéé)",1,verb
4827,pressure,afē,,0,noun
4828,prestige,ligū’,lewū’,0,noun
4830,prevent,letɛtte," litɛtti - ńtɛ́ttɛ́, tɛ́tɛ́ (ńtɛ́ttí, tɛ́ttá)",1,verb
4833,prevent (prevent),letɛtte," litɛtti - ńtɛ́ttɛ́, tɛ́tɛ́ (ńtɛ́ttí, tɛ́ttá)",1,verb
4836,price,nzweŋ,nzwiŋ,0,noun
4838,price (reward),ntaŋá,,0,noun
4840,prison,atʉɛ́,,0,noun
4841,privacy,mezo’,,0,noun
4844,probe,limo," lemɔ - ḿmɔ, mɔɔ̄ (ḿmo, moō)",1,verb
4846,probe with some instrument,leswiite," liswiiti - éswiitē, swiitɛ̄ (ńswiitī, swiitā)",1,verb
4847,proceed (review),lekʉ’te - ŋ́kʉ’tē,kʉ’tɛ̄,1,verb
4850,proclaim,lisōŋ," leshūŋ - éshúŋ, shúŋɔ́ (ńsóŋ, sóŋó)",1,verb
4852,produce (have),liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
4854,produce (make),leghʉ," lighʉ - ŋ́ghʉ, ghʉɛ̄ (ŋ́ghʉ, ghʉē)",1,verb
4859,produce (manufacture),lecuŋte," litsoŋti - ńcuŋtē, cuŋtɛ̄ (ńtsoŋtī, tsoŋtā)",1,verb
4865,produce smoke before igniting,lemu’," limū’ - ḿmú’, mú’ɔ́ (ḿmú’, mú’ó)",1,verb
4866,producer (manufacturer),mboo,mbɔɔ,0,noun
4868,professional learning (learning),azi’ne,,0,noun
4869,profit,ape,apɛ,0,noun
4871,program,letāŋ," litāŋ - útáŋ, táŋá",1,verb
4872,progress,letɛtte," litɛtti - ńtɛttē, tɛttɛ̄ (ńtɛttī, tɛttā)",1,verb
4873,prohibited,nzhɛ,,0,noun
4874,prohibition,nzhɛ,,0,noun
4875,project,leŋik," liŋ yik - ŋ́ŋ ik, ŋikɛ̄ (ŋ́ŋyik, ŋyigā)",1,verb
4877,promise,ala’ne,,0,noun
4881,promise of revenge,atsetsá,tsitsá,7,interjection
4883,promote (encourage),legɛɛte," ligɛɛti - ŋ́gɛɛtē, gɛɛtɛ̄ (ŋ́gɛɛtī, gɛɛtā)",1,verb
4885,propagator (fire),mmók,,0,noun
4886,prosper,ligū’," lewʉ̄’ - ŋ́gʉ́’, wʉ́’ɔ́ (ŋ́gú’, gú’ó)",1,verb
4888,prostitute,akwala,akwɛlɛ,0,noun
4890,protect,lekapte," likapti - ŋ́kápté, káptɛ́ (ŋ́káptí, káptá)",1,verb
4891,protrude,lelu’ne," lilu’li - ńdú’né, lú’nɛ́ (ńdú’lí, lú’lá)",1,verb
4892,prove stingy,ligǝ ’," legʉɔ’ - ŋ́gʉɔ’, gʉɔ’ɔ̄ (ŋ́gǝ ’, gǝ’ǝ̄)",1,verb
4894,proverb,asoŋli lipu’ / likit,ashuŋnɛ-lēpú’,0,noun
4896,provide (mark),lemāk," limāk - ḿmák, máká (ḿmák, mágá)",1,verb
4898,provide (to hear),leju’," lijū’ - újú’, jú’ɔ́ (ńjú’, jú’ó)",1,verb
4900,provide (to leave),legapte," ligapti - ŋ́gaptē, gaptɛ̄ (ŋ́gaptī, gaptā)",1,verb
4902,provocation,tákté,,0,noun
4903,provoke,letāk," litak - úták, ták (ńták, tágá)",1,verb
4905,prowl,likali," lekɛne - ŋ́kɛ́né, kɛ́nɛ́ (ŋ́kálí, kálá)",1,verb
4907,Prune lightly hoardings hair,ligeŋti," legʉŋte - ŋ́gʉ̄ŋté, gʉ̄ŋtɛ́ (ŋ́g éŋ t í, g éŋ tá) ",1,verb
4909,public square in front of a chiefdom,azá,,0,noun
4910,pump,lepum," lipūm - ḿbúm, púmɔ́ (ḿbúm, púmá)",1,verb
4911,pump (power),mbu’,,0,noun
4912,pungent herb,nʉ’,,0,noun
4913,purge,lecuŋ," litsoŋ - ńcuŋ, cuŋɔ̄ (ńtsoŋ, tsoŋō)",1,verb
4915,purification,leswɛt,liswɛt,0,noun
4916,purify,lethu," lithu - ńthu, thuɔ̄ (ńthu, thuō)",1,verb
4917,pus,efhō,,0,noun
4918,push,leswi - éswi,swii,1,verb
4926,push (back),leshuŋte - éshuŋtē,shuŋtɛ̄,1,verb
4929,push (send),lepiŋne - ḿbiŋnē,piŋnɛ̄,1,verb
4930,pussy (cat),meŋweéntsaŋ / askaŋ / pusi,púsi,0,noun
4934,pustule (button),mba’a,amba’a,0,noun
4936,put,linēk," lenēŋ - ńnéŋ, néŋɛ́ (ńnék, négé)",1,verb
4940,put a price,lesā’," lisā’ - ésá’, sá’á (ńsá’, sá’á)",1,verb
4941,put in several places,leneŋte," linekti - ńnéŋté, nɛ́ŋtɛ́ (ńnéktí, néktá)",1,verb
4943,put on airs,lekɔ’ne," likɔ ’li - ŋ́kɔ’nē, kɔ’nɛ̄ (ŋ́kɔ’lī, kɔ’lā)",1,verb
4944,put the arm on the shoulder of somebody,letaŋte," litaŋti - útáŋté, táŋtɛ́ (ńtáŋtí, táŋtá)",1,verb
4945,put through,lekiane," litieli - ŋ́kíáné, kíánɛ́ (ńtíélí, tíélá)",1,verb
4947,putt,lepu’te," lipu’ti - ḿbú’té, pú’tɛ́ (ḿbú’tí, pú’tá)",1,verb
4948,putting on airs (small children),lize’ɛ," lezɛ’ɛ - ńzɛ’ɛ̄, zɛ’ɛ̄ (ńzé’ɛ́, zé’ɛ́)",1,verb
4950,python,fhí-nnū,swɛ́nnu,0,noun
4952,pythoninés (python),fhí-nnū,swɛ́nnu,0,noun
4954,pythons (Python),fhí-nnū,swɛ́nnu,0,noun
4956,quail,tsɔ́’,,0,noun
4957,quality of,ŋkii,,0,noun
4958,quarrel,lɔŋ,lɔ́ŋ,0,noun
4960,queen,mafo,mefɔ,0,noun
4962,quest,ncup,,0,noun
4963,question (Case),anhu,anʉ,0,noun
4965,quickly,gha,ghá,5,adverb
4967,quid,kúókhu,kúɔ́khu,0,noun
4969,quinqueliba,lekāŋ,likāŋ,0,noun
4970,quinqueliba white,fholekāŋ,fholikāŋ,0,noun
4972,quote,leteŋ," liteŋ - úteŋ, teŋɛ̄ (ńteŋ, teŋē)",1,verb
4973,quote somebody in a case,leteŋ," liteŋ - úteŋ, teŋɛ̄ (ńteŋ, teŋē)",1,verb
4974,rabbit,apatsi,atá’mētuńŋ,0,noun
4976,racing (field),ŋkā’,,0,noun
4977,radio,lilóŋ,lelúŋ,0,noun
4979,raffia,ŋkíá,ŋkyá,0,noun
4981,rain,lelu," lilū - ńdń, lúú",1,verb
4983,rain heavily (pay),lipfɛti," lepfɛtte - ḿpfɛttē, pfɛttɛ̄ (ḿpfɛttī, pfɛttā)",1,verb
4987,rain to drink standing (paid),lipfɛti," lepfɛtte - ḿpfɛttē, pfɛttɛ̄ (ḿpfɛttī, pfɛttā)",1,verb
4991,rainbow,nnuŋgēm,,0,noun
4992,raining like cow piss (pay),lipfɛti," lepfɛtte - ḿpfɛttē, pfɛttɛ̄ (ḿpfɛttī, pfɛttā)",1,verb
4996,raining ropes (pay),lipfɛti," lepfɛtte - ḿpfɛttē, pfɛttɛ̄ (ḿpfɛttī, pfɛttā)",1,verb
5000,raise,lekɔ’te," likɔ ’ti - ŋ́kɔ́’té, kɔ́’tɛ́ (ŋ́kɔ́’tí, kɔ́’tá)",1,verb
5009,rally,acu’te,,0,noun
5010,ram,akekɔ,akuko / aŋko,0,noun
5012,RAM (ram),akekɔ,akuko / aŋko,0,noun
5014,range (scale),ekɔ̄’,,0,noun
5015,rank,ŋkaŋa,,0,noun
5017,rare (lean),aŋaŋá,aŋaŋŋ,2,adjective
5019,raspberry,lekeké,likʉkʉ́é,0,noun
5021,rat,ndo,nduo,0,noun
5025,raven,aŋiŋīā,,0,noun
5026,ravine,apenti,apeŋte,0,noun
5028,raw,mbēk,,2,adjective
5029,ray,ŋkaŋa,,0,noun
5030,raze,likō," lekɔ̄ - ŋ́kɔ́, kɔ́ɔ́ (ŋ́kó, kóó)",1,verb
5033,razor blade,alēsa,alísa,0,noun
